movieId,tconst,tmdbId,averageRating,numVotes
93,tt0114825,12158.0,4.6,21478.0
94,tt0115639,9283.0,7.1,31086.0
95,tt0115759,9208.0,6.1,89974.0
96,tt0113403,40154.0,7.1,2348.0
97,tt0113247,406.0,8.1,147180.0
98,tt0111173,45549.0,5.4,2512.0
99,tt0113283,63076.0,6.5,654.0
100,tt0115907,11062.0,6.2,19422.0
101,tt0115734,13685.0,7.0,69071.0
102,tt0117102,47475.0,3.9,4761.0
103,tt0118040,2045.0,6.0,4911.0
104,tt0116483,9614.0,7.0,194797.0
105,tt0112579,688.0,7.6,72073.0
106,tt0110251,11907.0,7.1,1125.0
107,tt0117110,10874.0,7.0,21247.0
108,tt0112646,89333.0,7.0,250.0
109,tt0113276,96357.0,5.1,203.0
110,tt0112573,197.0,8.3,949246.0
111,tt0075314,103.0,8.3,712864.0
112,tt0113326,33542.0,6.8,38485.0
113,tt0115645,43566.0,6.1,8111.0
114,tt0113774,71754.0,7.1,1277.0
115,tt0112556,43612.0,7.0,2648.0
116,tt0112373,51352.0,8.0,1036.0
117,tt0115033,16934.0,7.1,3420.0
118,tt0116606,10324.0,4.9,3781.0
119,tt0114536,78406.0,4.8,899.0
120,tt0117427,55731.0,5.4,3020.0
121,tt0106473,32119.0,7.6,1564.0
122,tt0103859,11066.0,5.5,25720.0
123,tt0109424,11104.0,8.1,61312.0
124,tt0114808,37975.0,7.4,4779.0
125,tt0116324,2074.0,6.7,17565.0
126,tt0110647,27793.0,3.2,10649.0
127,tt0111055,44284.0,7.3,877.0
128,tt0110217,290157.0,7.2,231.0
129,tt0114131,110972.0,5.7,795.0
130,tt0112364,32622.0,6.4,809.0
131,tt0113107,73067.0,6.5,821.0
132,tt0113451,11863.0,5.3,11315.0
133,tt0114015,55475.0,7.2,451.0
134,tt0114500,124636.0,7.2,153.0
135,tt0116130,9101.0,6.2,20837.0
136,tt0113125,123360.0,7.2,256.0
137,tt0113756,5757.0,5.8,311.0
138,tt0113952,39428.0,6.2,767.0
139,tt0114618,124639.0,7.7,72.0
140,tt0118055,9302.0,6.2,13352.0
141,tt0115685,11000.0,7.1,78979.0
142,tt0094878,0.0,6.3,14.0
143,tt0113200,249882.0,4.1,358.0
144,tt0112585,16388.0,6.6,7314.0
145,tt0112442,9737.0,6.9,237494.0
146,tt0112342,30765.0,5.8,3823.0
147,tt0112461,10474.0,7.3,100870.0
148,tt0112427,22279.0,6.0,2584.0
149,tt0109093,30157.0,6.9,5624.0
150,tt0112384,568.0,7.6,264828.0
151,tt0114287,11780.0,6.9,40178.0
152,tt0112288,34996.0,6.5,8847.0
153,tt0112462,414.0,5.4,233170.0
154,tt0061395,649.0,7.7,39629.0
155,tt0112495,1873.0,6.6,4741.0
156,tt0112541,5894.0,6.7,8976.0
157,tt0109370,1775.0,6.0,15930.0
158,tt0112642,8839.0,6.1,119902.0
159,tt0112688,20649.0,6.9,20585.0
160,tt0112715,10329.0,5.3,41891.0
161,tt0112740,8963.0,7.3,100394.0
162,tt0109508,26564.0,8.0,18354.0
163,tt0112851,8068.0,7.2,169880.0
164,tt0112857,8512.0,6.7,17296.0
165,tt0112864,1572.0,7.6,359899.0
166,tt0112887,13552.0,6.2,13710.0
167,tt0113044,259209.0,6.1,494.0
168,tt0113071,6520.0,6.0,67517.0
169,tt0113114,9073.0,5.1,16927.0
170,tt0113243,10428.0,6.3,64866.0
171,tt0113464,17447.0,6.8,5678.0
172,tt0113481,9886.0,5.7,65659.0
173,tt0113492,9482.0,5.6,109385.0
174,tt0113500,19326.0,4.3,7463.0
175,tt0113540,9344.0,7.1,72336.0
176,tt0113677,9071.0,7.5,16233.0
177,tt0113690,8973.0,6.1,14646.0
178,tt0107447,15730.0,6.7,2429.0
179,tt0113729,47608.0,5.4,6075.0
180,tt0113749,2293.0,7.1,115249.0
181,tt0113820,9070.0,5.2,25042.0
182,tt0113851,68274.0,5.7,3454.0
183,tt0110604,48787.0,6.7,5247.0
184,tt0110620,34574.0,6.0,2919.0
185,tt0113957,1642.0,5.9,60030.0
186,tt0113986,11472.0,5.5,34902.0
187,tt0114095,36196.0,6.6,4535.0
188,tt0114194,11980.0,6.5,28839.0
189,tt0114241,58372.0,5.3,419.0
190,tt0114323,32646.0,7.2,13188.0
191,tt0114345,10533.0,5.3,14279.0
192,tt0114435,56088.0,6.8,323.0
193,tt0114436,10802.0,4.9,61750.0
194,tt0114478,10149.0,7.4,32831.0
195,tt0114496,18402.0,5.7,12575.0
196,tt0114508,9348.0,5.8,73620.0
197,tt0114534,139408.0,6.6,708.0
198,tt0114558,281.0,7.2,66587.0
199,tt0058450,5967.0,7.8,23220.0
200,tt0114666,79593.0,5.0,1075.0
201,tt0114663,47939.0,6.1,2777.0
202,tt0114702,36834.0,6.6,13162.0
203,tt0114682,9090.0,6.6,28242.0
204,tt0114781,3512.0,5.5,43391.0
205,tt0114798,52856.0,6.7,2957.0
206,tt0114805,77350.0,6.5,1046.0
207,tt0114887,9560.0,6.7,31238.0
208,tt0114898,9804.0,6.2,178690.0
209,tt0114928,31611.0,5.3,4578.0
210,tt0114938,65796.0,5.9,6414.0
211,tt0109340,49805.0,7.2,2987.0
212,tt0112602,26258.0,5.6,5566.0
213,tt0111579,50797.0,7.9,14180.0
214,tt0110882,19155.0,8.0,13688.0
215,tt0112471,76.0,8.1,266981.0
216,tt0112508,11017.0,6.4,129991.0
217,tt0112438,37141.0,4.3,4646.0
218,tt0112571,9382.0,6.5,11719.0
219,tt0112757,6715.0,7.7,9105.0
220,tt0112643,18256.0,5.9,6986.0
222,tt0112679,22625.0,6.6,7948.0
223,tt0109445,2292.0,7.7,210311.0
224,tt0112883,1909.0,6.7,47755.0
225,tt0109635,8984.0,6.1,45959.0
226,tt0112899,61813.0,4.7,253.0
227,tt0109676,4954.0,5.6,19058.0
228,tt0112854,62488.0,4.6,2246.0
229,tt0109579,10531.0,7.3,22365.0
230,tt0109642,11929.0,7.4,38547.0
231,tt0109686,8467.0,7.3,349883.0
232,tt0111797,10451.0,7.8,18415.0
233,tt0109759,20156.0,7.0,17837.0
234,tt0109758,18395.0,4.3,6447.0
235,tt0109707,522.0,7.8,163919.0
236,tt0113117,397.0,6.6,46501.0
237,tt0113097,10525.0,6.5,11296.0
238,tt0113028,27985.0,6.4,2573.0
239,tt0113198,15789.0,6.9,45479.0
240,tt0113303,27303.0,5.3,6279.0
241,tt0113089,21183.0,6.7,6440.0
242,tt0109771,10954.0,6.8,6268.0
243,tt0113199,47867.0,3.8,1844.0
244,tt0113234,43475.0,6.3,768.0
245,tt0109906,72031.0,6.2,3236.0
246,tt0110057,14275.0,8.3,24130.0
247,tt0110005,1024.0,7.3,58467.0
248,tt0110066,17207.0,6.0,6457.0
249,tt0110116,13701.0,7.4,23003.0
250,tt0110006,14819.0,6.7,25033.0
251,tt0113360,32631.0,6.0,4723.0
252,tt0110099,11777.0,6.2,23430.0
253,tt0110148,628.0,7.5,292295.0
254,tt0113463,87729.0,5.7,2781.0
255,tt0110189,18713.0,4.9,2434.0
256,tt0110216,6280.0,4.6,64443.0
257,tt0113501,9061.0,6.4,24283.0
258,tt0113538,37108.0,4.7,5683.0
259,tt0113552,6071.0,5.9,16766.0
260,tt0076759,11.0,8.6,1215080.0
261,tt0110367,9587.0,7.3,51151.0
262,tt0113670,19101.0,7.7,31834.0
263,tt0110296,49980.0,7.4,3184.0
264,tt0109731,17961.0,7.1,4221.0
265,tt0103994,18183.0,7.1,16779.0
266,tt0110322,4476.0,7.6,146962.0
267,tt0110443,11008.0,6.3,30323.0
268,tt0110365,47504.0,6.7,7337.0
269,tt0107566,32325.0,6.5,1950.0
270,tt0110391,43742.0,6.0,4368.0
271,tt0113691,28313.0,6.5,5459.0
272,tt0110428,11318.0,7.2,15272.0
273,tt0109836,3036.0,6.4,51018.0
274,tt0113755,40490.0,5.2,8631.0
275,tt0110538,24070.0,5.5,10267.0
276,tt0110516,8986.0,5.6,11347.0
277,tt0110527,10510.0,6.5,30938.0
278,tt0113808,17402.0,5.3,3069.0
279,tt0113896,38722.0,7.3,3679.0
280,tt0113870,8438.0,7.3,26401.0
281,tt0110684,11593.0,7.4,18361.0
282,tt0110638,1945.0,6.5,27041.0
283,tt0113967,39310.0,6.7,2826.0
284,tt0117169,109560.0,4.2,195.0
285,tt0106402,56428.0,3.3,462.0
286,tt0113948,63105.0,3.9,1623.0
287,tt0110671,131957.0,5.5,569.0
288,tt0110632,241.0,7.3,214372.0
289,tt0110737,9058.0,6.5,20471.0
290,tt0110729,527.0,7.9,31237.0
291,tt0114151,18220.0,4.5,5425.0
292,tt0114069,6950.0,6.6,118447.0
293,tt0110413,101.0,8.5,1019888.0
294,tt0114113,63020.0,6.0,2095.0
295,tt0114210,2307.0,5.3,962.0
296,tt0110912,680.0,8.9,1800413.0
297,tt0114084,41478.0,6.5,2275.0
298,tt0105652,25296.0,7.3,3662.0
299,tt0110889,40156.0,7.0,9621.0
300,tt0110932,11450.0,7.5,64087.0
301,tt0114129,30304.0,6.6,1055.0
302,tt0110963,10452.0,7.4,16168.0
303,tt0114214,12106.0,6.4,84535.0
304,tt0114296,161495.0,6.4,1725.0
305,tt0110907,3586.0,5.1,14266.0
306,tt0111495,110.0,8.1,89135.0
307,tt0108394,108.0,7.9,87838.0
308,tt0111507,109.0,7.6,62925.0
309,tt0110769,159185.0,6.9,466.0
310,tt0114268,36357.0,5.5,1868.0
311,tt0110965,92769.0,5.8,286.0
312,tt0114571,28033.0,5.2,2627.0
313,tt0111333,22586.0,6.5,22505.0
314,tt0111112,14334.0,7.5,7140.0
315,tt0111255,2636.0,5.6,61877.0
316,tt0111282,2164.0,7.1,173744.0
317,tt0111070,11395.0,6.5,93138.0
318,tt0111161,278.0,9.3,2306869.0
319,tt0111149,9905.0,7.3,56375.0
320,tt0108260,87078.0,6.6,1693.0
321,tt0106966,12527.0,7.4,5281.0
322,tt0114594,20306.0,7.1,21685.0
324,tt0111309,36614.0,7.3,5034.0
325,tt0113936,27993.0,5.8,5411.0
326,tt0110081,31439.0,8.3,15845.0
327,tt0114614,9067.0,5.4,29961.0
328,tt0114608,9059.0,6.7,21364.0
329,tt0111280,193.0,6.6,75633.0
330,tt0114609,25066.0,6.4,6999.0
331,tt0111454,46797.0,6.3,1517.0
332,tt0114852,12122.0,5.7,28519.0
333,tt0114694,11381.0,7.1,75569.0
334,tt0111590,32636.0,7.4,4280.0
335,tt0114788,36141.0,6.1,3142.0
336,tt0114888,95963.0,4.9,743.0
337,tt0108550,1587.0,7.8,212202.0
338,tt0114857,9271.0,5.6,27680.0
339,tt0114924,2064.0,6.7,90520.0
340,tt0111667,19855.0,6.8,11922.0
341,tt0109655,60855.0,7.0,1064.0
342,tt0110598,236.0,7.2,35059.0
343,tt0112435,48287.0,5.8,5352.0
344,tt0109040,3049.0,6.9,274588.0
345,tt0109045,2759.0,7.4,46089.0
346,tt0106339,12635.0,6.6,5767.0
347,tt0104779,10497.0,7.2,35076.0
348,tt0109348,11382.0,7.4,35116.0
349,tt0109444,9331.0,6.9,88502.0
350,tt0109446,10731.0,6.8,59523.0
351,tt0109484,10464.0,6.6,12209.0
352,tt0109504,34152.0,7.0,9224.0
353,tt0109506,9495.0,7.6,165016.0
354,tt0109450,29973.0,6.4,7028.0
355,tt0109813,888.0,4.9,74970.0
356,tt0109830,13.0,8.8,1777917.0
357,tt0109831,712.0,7.0,137481.0
358,tt0113305,16295.0,6.5,17958.0
359,tt0110091,48992.0,6.9,1491.0
360,tt0110093,10879.0,5.3,11361.0
361,tt0110167,10660.0,6.4,35264.0
362,tt0110213,10714.0,6.0,16274.0
363,tt0107472,41647.0,8.3,2017.0
364,tt0110357,8587.0,8.5,927981.0
365,tt0107426,1689.0,6.1,15579.0
366,tt0111686,11596.0,6.5,50770.0
367,tt0110475,854.0,6.9,342431.0
368,tt0110478,9359.0,7.0,100647.0
369,tt0110588,23333.0,6.4,4181.0
370,tt0110622,36593.0,6.5,96174.0
371,tt0110771,12280.0,6.7,12878.0
372,tt0110950,2788.0,6.6,45602.0
373,tt0105226,10427.0,7.0,20002.0
374,tt0110989,11011.0,5.4,62992.0
375,tt0111054,49803.0,6.3,1187.0
376,tt0110997,8987.0,6.4,40887.0
377,tt0111257,1637.0,7.2,324966.0
378,tt0111256,15128.0,5.8,4759.0
379,tt0111438,8831.0,5.9,55172.0
380,tt0111503,36955.0,7.2,234919.0
381,tt0111693,10449.0,6.6,20065.0
382,tt0111742,10395.0,6.2,52211.0
383,tt0111756,12160.0,6.7,45073.0
384,tt0112443,40480.0,5.4,2681.0
385,tt0110455,52038.0,6.7,1028.0
386,tt0111048,29444.0,5.8,4701.0
387,tt0110399,26352.0,6.0,6463.0
388,tt0112570,39953.0,6.7,483.0
389,tt0109454,41580.0,6.9,1679.0
390,tt0059170,315.0,6.7,13631.0
391,tt0110186,22067.0,6.6,3611.0
392,tt0108069,18242.0,7.2,1429.0
393,tt0111301,11667.0,4.0,65395.0
394,tt0112702,32502.0,6.7,3387.0
395,tt0112849,267188.0,5.6,117.0
396,tt0113014,28732.0,5.5,1694.0
397,tt0113043,75555.0,3.5,992.0
398,tt0113104,42981.0,7.8,676.0
399,tt0113173,278939.0,5.9,196.0
400,tt0113319,291731.0,5.7,178.0
401,tt0113827,226229.0,5.0,166.0
402,tt0114047,203119.0,5.1,208.0
403,tt0112889,172923.0,7.1,296.0
404,tt0109339,316098.0,7.3,88.0
405,tt0110027,8011.0,4.5,19699.0
406,tt0109785,171857.0,6.3,426.0
407,tt0113409,2654.0,7.2,60706.0
408,tt0109021,18069.0,6.6,4791.0
409,tt0109035,19092.0,6.6,13833.0
410,tt0106220,2758.0,6.8,80623.0
411,tt0111804,38129.0,6.7,881.0
412,tt0106226,10436.0,7.2,51807.0
413,tt0109068,13595.0,6.1,45768.0
414,tt0109067,46094.0,5.5,8329.0
415,tt0106292,9409.0,5.6,13008.0
416,tt0109198,11853.0,5.2,11563.0
417,tt0109219,16771.0,7.0,5638.0
418,tt0106379,46924.0,5.5,3788.0
419,tt0106400,11041.0,5.0,17216.0
420,tt0109254,306.0,5.6,75228.0
421,tt0109279,14522.0,6.6,9104.0
422,tt0109297,26203.0,6.2,7724.0
423,tt0109303,178.0,6.3,27953.0
424,tt0109305,19819.0,6.2,12077.0
425,tt0109306,57834.0,6.4,6739.0
426,tt0106452,4722.0,6.0,16559.0
427,tt0106471,18215.0,4.8,11316.0
428,tt0106489,1607.0,7.8,126431.0
429,tt0109361,26391.0,5.4,8052.0
430,tt0106505,117553.0,5.1,2106.0
431,tt0106519,6075.0,7.9,198598.0
432,tt0109439,11310.0,5.6,18001.0
433,tt0109443,18658.0,5.7,3604.0
434,tt0106582,9350.0,6.4,118463.0
435,tt0106598,9612.0,5.3,50613.0
436,tt0109456,2124.0,5.2,22521.0
437,tt0109480,26261.0,5.2,6289.0
438,tt0109493,19176.0,6.0,7696.0
439,tt0106660,49299.0,5.7,3484.0
440,tt0106673,11566.0,6.8,48617.0
441,tt0106677,9571.0,7.6,163309.0
442,tt0106697,9739.0,6.7,157006.0
443,tt0109729,24257.0,7.6,1828.0
444,tt0106834,34444.0,4.4,6996.0
445,tt0106873,26141.0,5.8,6776.0
446,tt0106332,10997.0,8.1,24705.0
447,tt0109783,50463.0,5.2,2576.0
448,tt0106881,10443.0,7.1,21110.0
449,tt0106880,20239.0,7.2,3823.0
450,tt0111732,16297.0,6.7,13143.0
451,tt0106926,18551.0,6.2,4858.0
452,tt0111712,25440.0,6.6,1591.0
453,tt0106941,9024.0,6.2,12562.0
454,tt0106918,37233.0,6.8,118567.0
455,tt0106965,1634.0,6.0,68139.0
456,tt0109842,13815.0,7.6,12042.0
457,tt0106977,5503.0,7.8,264406.0
458,tt0107004,35588.0,6.5,9055.0
459,tt0109890,2087.0,5.8,16958.0
460,tt0109891,41579.0,4.8,7352.0
461,tt0109913,18620.0,5.6,1968.0
462,tt0109920,41006.0,5.0,2332.0
463,tt0107057,4916.0,5.6,4701.0
464,tt0107076,2019.0,6.2,44318.0
465,tt0107096,31642.0,6.8,13153.0
466,tt0107144,9255.0,6.6,83592.0
467,tt0113674,26271.0,5.2,1655.0
468,tt0112966,10612.0,6.6,16313.0
469,tt0107151,2259.0,6.9,20720.0
470,tt0110064,16097.0,4.7,4606.0
471,tt0110074,11934.0,7.2,76340.0
472,tt0110097,106143.0,5.5,2413.0
473,tt0110123,12475.0,5.0,12630.0
474,tt0107206,9386.0,7.2,91367.0
475,tt0107207,7984.0,8.1,154723.0
476,tt0110137,59930.0,6.5,1318.0
477,tt0108551,15765.0,7.3,16780.0
478,tt0110197,31643.0,5.3,3046.0
479,tt0107286,6.0,6.7,15281.0
480,tt0107290,329.0,8.1,855777.0
481,tt0107302,10909.0,6.7,50469.0
482,tt0110265,507.0,6.5,19533.0
483,tt0107322,34024.0,7.4,7455.0
484,tt0110305,29918.0,5.9,5207.0
485,tt0107362,9593.0,6.4,135338.0
486,tt0107413,42580.0,5.6,5395.0
487,tt0110353,22317.0,5.6,6358.0
488,tt0107468,1413.0,6.8,8595.0
489,tt0107478,12121.0,5.1,15529.0
490,tt0107497,2246.0,6.4,22394.0
491,tt0107501,10502.0,6.7,27503.0
492,tt0107507,10440.0,7.4,38990.0
493,tt0107554,9516.0,7.5,51237.0
494,tt0116253,2320.0,6.4,50158.0
495,tt0074102,5879.0,6.6,18073.0
496,tt0111689,83718.0,7.2,1122.0
497,tt0107616,11971.0,7.3,44749.0
498,tt0107611,2625.0,5.8,6775.0
499,tt0107613,31911.0,5.9,3078.0
500,tt0107614,788.0,7.0,242172.0
501,tt0107653,21450.0,7.8,33827.0
502,tt0110657,11231.0,4.5,25968.0
503,tt0110649,41588.0,5.6,1051.0
504,tt0110678,10447.0,6.1,18404.0
505,tt0110687,31586.0,4.5,13120.0
506,tt0107756,9300.0,7.2,14262.0
507,tt0107808,9559.0,7.6,73038.0
508,tt0107818,9800.0,7.7,221528.0
509,tt0107822,713.0,7.6,78140.0
510,tt0107840,8291.0,6.1,12595.0
511,tt0107889,18133.0,6.5,8982.0
512,tt0111003,25557.0,5.9,8257.0
513,tt0110939,22588.0,6.2,3340.0
514,tt0110955,10872.0,6.9,23003.0
515,tt0107943,1245.0,7.8,64895.0
516,tt0110971,11858.0,6.2,16552.0
517,tt0107969,7007.0,6.3,42040.0
518,tt0111001,10467.0,5.9,11381.0
519,tt0107978,5550.0,4.1,45493.0
520,tt0107977,8005.0,6.7,115048.0
521,tt0107983,2088.0,6.6,13000.0
522,tt0105275,10412.0,6.8,37166.0
523,tt0108000,47889.0,7.0,2345.0
524,tt0108002,14534.0,7.5,55905.0
525,tt0108026,56583.0,7.2,2315.0
526,tt0105032,41878.0,7.0,2146.0
527,tt0108052,424.0,8.9,1196766.0
528,tt0111094,35233.0,5.4,5921.0
529,tt0108065,14291.0,7.4,29113.0
530,tt0111102,103413.0,6.8,1537.0
531,tt0108071,11236.0,7.3,36518.0
532,tt0111127,11592.0,6.8,26699.0
533,tt0111143,8850.0,6.1,23170.0
534,tt0108101,10445.0,7.3,16917.0
535,tt0108122,695.0,7.7,41931.0
536,tt0111194,43535.0,6.4,5009.0
537,tt0111201,12519.0,5.8,9984.0
538,tt0108149,23210.0,6.8,19530.0
539,tt0108160,858.0,6.8,158268.0
540,tt0108162,867.0,5.1,28868.0
541,tt0083658,78.0,8.1,685162.0
542,tt0108186,13203.0,5.8,17234.0
543,tt0108174,10442.0,6.4,33067.0
544,tt0108238,11074.0,5.9,39933.0
545,tt0089256,33367.0,4.9,627.0
546,tt0108255,9607.0,4.1,48279.0
547,tt0111323,17585.0,6.2,10461.0
548,tt0111400,9057.0,5.5,12675.0
549,tt0108328,20967.0,7.4,3525.0
550,tt0111418,10635.0,6.3,12511.0
551,tt0107688,9479.0,8.0,294010.0
552,tt0108333,10057.0,6.4,50114.0
553,tt0108358,11969.0,7.8,124669.0
554,tt0111488,41590.0,5.4,1697.0
555,tt0108399,319.0,7.9,204526.0
556,tt0108515,26408.0,7.3,3850.0
558,tt0110763,15139.0,6.1,20908.0
559,tt0107779,161158.0,5.2,443.0
560,tt0109226,218473.0,5.3,254.0
561,tt0110259,85247.0,6.1,652.0
562,tt0114906,11446.0,7.4,31548.0
563,tt0107002,51980.0,7.1,4708.0
564,tt0109403,24405.0,5.2,5745.0
565,tt0104029,11655.0,6.7,26829.0
566,tt0110623,11800.0,5.6,1527.0
567,tt0107315,8223.0,6.5,12194.0
568,tt0106408,14587.0,6.3,1025.0
569,tt0110363,31504.0,6.1,9708.0
570,tt0107349,41653.0,6.4,1916.0
571,tt0111709,53185.0,7.4,203.0
572,tt0109828,95743.0,5.8,305.0
573,tt0107225,23637.0,6.9,1867.0
574,tt0111252,17600.0,6.2,5922.0
575,tt0110366,10897.0,6.3,42545.0
576,tt0106878,349394.0,5.7,190.0
577,tt0109120,21352.0,5.7,6354.0
579,tt0108059,68806.0,6.7,812.0
580,tt0110892,37345.0,6.0,2453.0
581,tt0112651,32562.0,7.8,6095.0
582,tt0107642,47507.0,6.1,1018.0
583,tt0109382,25403.0,7.3,7049.0
584,tt0106678,124304.0,6.9,327.0
585,tt0112572,9066.0,6.0,20433.0
586,tt0099785,771.0,7.6,456785.0
587,tt0099653,251.0,7.1,194771.0
588,tt0103639,812.0,8.0,369717.0
589,tt0103064,280.0,8.5,984248.0
590,tt0099348,581.0,8.0,237203.0
591,tt0114706,80350.0,5.9,432.0
592,tt0096895,268.0,7.5,335159.0
593,tt0102926,274.0,8.6,1251131.0
594,tt0029583,408.0,7.6,179179.0
595,tt0101414,10020.0,8.0,413585.0
596,tt0032910,10895.0,7.4,129325.0
597,tt0100405,114.0,7.0,284953.0
598,tt0110719,41043.0,7.4,1367.0
599,tt0065214,576.0,7.9,76698.0
600,tt0110395,15477.0,6.1,3974.0
601,tt0111752,59146.0,6.9,213.0
602,tt0109934,124472.0,7.4,412.0
603,tt0112606,30528.0,6.2,4632.0
604,tt0115978,0.0,6.5,25.0
605,tt0117247,7300.0,6.5,42867.0
606,tt0112625,10824.0,5.3,10467.0
607,tt0106537,261246.0,6.1,284.0
608,tt0116282,275.0,8.1,608359.0
609,tt0116552,25059.0,6.0,13612.0
610,tt0082509,11827.0,6.7,31253.0
611,tt0116514,8766.0,5.2,19124.0
612,tt0117283,23570.0,4.9,7698.0
613,tt0116684,47333.0,6.8,9021.0
614,tt0110374,54850.0,4.6,528.0
615,tt0070506,51242.0,7.6,1589.0
616,tt0065421,10112.0,7.1,92353.0
617,tt0113083,4307.0,7.0,10279.0
618,tt0118001,46029.0,5.4,5289.0
619,tt0116165,32308.0,2.7,8089.0
620,tt0102855,88893.0,6.2,1225.0
621,tt0107471,52873.0,7.1,1886.0
623,tt0113839,123505.0,5.8,163.0
624,tt0112712,340210.0,4.9,318.0
625,tt0090665,44281.0,6.7,1199.0
626,tt0117891,28121.0,5.8,4287.0
627,tt0113613,12520.0,6.7,14016.0
628,tt0117381,1592.0,7.7,185748.0
629,tt0114305,166901.0,6.1,211.0
630,tt0115837,36447.0,6.2,1465.0
631,tt0115509,19042.0,5.5,5465.0
632,tt0114671,38884.0,7.6,10274.0
633,tt0112844,47449.0,6.6,1194.0
634,tt0114658,36259.0,2.4,4040.0
635,tt0116275,41852.0,7.0,3176.0
636,tt0113122,40926.0,5.0,616.0
637,tt0117608,9099.0,5.9,21304.0
638,tt0113448,2021.0,6.7,4969.0
639,tt0116414,61752.0,5.1,5826.0
640,tt0116095,10988.0,5.5,13271.0
641,tt0111543,11479.0,5.7,4102.0
642,tt0117517,398959.0,6.0,135.0
643,tt0117312,287305.0,5.6,101.0
644,tt0116485,339428.0,5.3,50.0
645,tt0113947,12652.0,7.3,4083.0
647,tt0115956,10684.0,6.6,49767.0
